time,scan_min,scan_mean,scan_valid_fraction,scan_gap,scan_rate_hz,cmd_vx,cmd_vy,cmd_wz,odom_x,odom_y,odom_yaw,odom_vx,odom_vy,odom_wz,imu_wz,imu_ax,imu_ay,left_wheel_vel,right_wheel_vel,amcl_x,amcl_y,amcl_yaw,amcl_cov_x,amcl_cov_y,amcl_cov_yaw,amcl_position_step,amcl_yaw_step,tf_map_odom_x,tf_map_odom_y,tf_map_odom_yaw,tf_map_odom_position_step,tf_map_odom_yaw_step,tf_odom_base_x,tf_odom_base_y,tf_odom_base_yaw,scan_age,cmd_age,odom_age,imu_age,joint_age,amcl_age,tf_map_odom_age,tf_odom_base_age,linear_motion_error,angular_motion_error,wheel_velocity_difference,wheel_velocity_product,odom_imu_yaw_error,command_active,label,source_bag
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,lidar_dropout,lidar_dropout_001
0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,lidar_dropout,lidar_dropout_001
0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,lidar_dropout,lidar_dropout_001
0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,lidar_dropout,lidar_dropout_001
0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,lidar_dropout,lidar_dropout_001
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9990042138133466,-0.4999999404826388,0.0006112127883358577,,,,,,,,0.006995049000000031,,,,,,0,lidar_dropout,lidar_dropout_001
1.2000000000000002,0.4910891354084015,1.3575038687999432,0.9027777777777778,,,,,,-1.998996948993884,-0.49999995040917744,0.000616006456867689,2.3834007297064383e-05,-7.740193363725004e-06,1.8894629895515344e-05,-0.00020438551278563767,-0.039957937242385486,-0.023112426492839,0.0001290690385265048,0.0002712721463709062,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,,,-1.998996948993884,-0.49999995040917744,0.000616006456867689,0.1500136030000001,,0.0030469550000000734,0.0029868900000000753,0.0030080760000001927,0.1834295210000001,0.13833738900000014,0.003012766000000111,,,0.0001422031078444014,3.501283511111414e-08,0.00022328014268115302,0,lidar_dropout,lidar_dropout_001
1.4000000000000001,0.49071016907691956,1.357145577118947,0.9027777777777778,0.200053794,4.998655511627038,,,,-1.9989910571113472,-0.49999992703050505,0.0006199637610831823,1.2693651626550398e-05,-8.588097381913061e-06,1.8381560739119545e-05,8.066418649257598e-05,-0.057763710288908005,-0.009343203959005349,-0.000564707419154925,-0.000429374949218719,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989910571113472,-0.49999992703050505,0.0006199637610831823,0.14995980900000005,,0.03176416800000004,0.0017774810000001917,0.031717741000000244,0.38342952100000005,0.13405551500000024,0.03172728400000002,,,0.000135332469936206,2.424712194230798e-07,6.228262575345644e-05,0,lidar_dropout,lidar_dropout_001
1.6,0.486850768327713,1.357010029554367,0.9027777777777778,0.20088961199999988,4.977858188107808,,,,-1.9989836403791443,-0.49999997386065687,0.0006247672615313326,3.2942073923157476e-05,-6.518822711660623e-06,1.8738430608308318e-05,-0.00023035259200923365,-0.07329809212919335,0.02151660899246602,2.7998099441863596e-05,0.00016890419527462643,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989836403791443,-0.49999997386065687,0.0006247672615313326,0.14907019700000013,,0.027554883000000086,0.001709154000000046,0.02754897700000014,0.583429521,0.12926687700000006,0.02757883200000011,,,0.00014090609583276284,4.728996455446938e-09,0.00024909102261754196,0,lidar_dropout,lidar_dropout_001
1.8,0.48661133646965027,1.3580446302890778,0.9027777777777778,0.20031816000000013,4.992058633126419,,,,-1.9989764100935148,-0.49999996170432476,0.0006294975480020308,2.687265120375626e-05,-1.0388546608267083e-05,1.872079740141002e-05,-0.00022923847463080578,-0.06800188079922416,-0.01617464298300507,0.00011373873783264866,0.0002545771530858159,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989764100935148,-0.49999996170432476,0.0006294975480020308,0.14875203699999995,,0.023715523999999988,0.0017876910000000912,0.023703342999999988,0.783429521,0.12498871499999997,0.023750533999999934,,,0.00014083841525316726,2.895528407300968e-08,0.0002479592720322158,0,lidar_dropout,lidar_dropout_001
2.0,0.4840857684612274,1.3579397973647485,0.9027777777777778,0.1997881319999999,5.005302316956447,,,,-1.9989690658877088,-0.49999992389958275,0.0006342646414635408,2.2369961334469995e-05,-8.376370157718862e-06,1.8881138824904122e-05,2.5053471664023514e-05,-0.04394902036841803,0.017306020097830988,0.00013037904652775725,0.00027246343707235804,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989690658877088,-0.49999992389958275,0.0006342646414635408,0.148963905,,0.01880389699999996,0.0007088889999999903,0.018796202000000095,0.9834295209999999,0.12105664400000005,0.018821922999999963,,,0.00014208439054460079,3.552352313916963e-08,6.172332839119392e-06,0,lidar_dropout,lidar_dropout_001
2.2,0.4968474805355072,1.357764037022224,0.9027777777777778,0.20100750300000003,4.974938671816643,,,,-1.9989619371303238,-0.4999999948045337,0.0006390587329265006,1.2961805071339866e-05,-1.167048706958981e-05,1.9030448072146646e-05,-0.00014295014648697455,-0.0756343948639574,0.014034662566018038,0.00013370198870937887,0.00027677560367940263,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989619371303238,-0.4999999948045337,0.0006390587329265006,0.14795640200000015,,0.015005485000000096,0.0009450340000003443,0.014980470000000246,1.183429521,0.11658270800000015,0.014984448000000317,,,0.00014307361497002376,3.700544863817501e-08,0.0001619805945591212,0,lidar_dropout,lidar_dropout_001
2.4000000000000004,0.4839117228984833,1.3569129006679241,0.9027777777777778,0.20000516899999976,4.99987077833974,,,,-1.9989546664536297,-0.4999998775215654,0.0006437797052305025,4.6359119699270975e-06,-8.687462658751688e-06,1.8914228305635944e-05,0.00024719148612333095,-0.0579956599831022,0.021081866735151764,-0.00030617214998246824,-0.00016609720612163932,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989546664536297,-0.4999998775215654,0.0006437797052305025,0.14795123300000057,,0.010854859000000161,0.0006748480000005053,0.010844737000000215,1.3834295210000003,0.14651984600000034,0.010882134000000487,,,0.00014007494386082892,5.085433870434349e-08,0.000228277257817695,0,lidar_dropout,lidar_dropout_001
2.6,0.4967527985572815,1.3568026586679311,0.9027777777777778,0.2000709770000002,4.998226204493413,,,,-1.998947344157011,-0.49999989977235476,0.0006485601421363728,1.2564353981315128e-05,-7.656430969431306e-06,1.9352542079109147e-05,-2.308611096062451e-05,-0.07266398070688529,-0.0074834743853266295,0.000132222341981055,0.0002782409236182467,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.998947344157011,-0.49999989977235476,0.0006485601421363728,0.1478802560000001,,0.006209155000000077,0.000410371000000076,0.006203118000000174,1.583429521,0.14240025700000025,0.006234775000000248,,,0.00014601858163719168,3.678966655577641e-08,4.243865303973366e-05,0,lidar_dropout,lidar_dropout_001
2.8000000000000003,0.48770588636398315,1.3579755688630617,0.9027777777777778,0.20071492599999985,4.982190512328917,,,,-1.9989400577562189,-0.4999999613606869,0.000653349286186826,2.1371773248898975e-05,-1.0476365267797199e-05,1.883259609429949e-05,-5.112600239274372e-05,-0.08990767910804501,0.021108630078386287,0.00013059863500430695,0.00027219990893124005,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989400577562189,-0.4999999613606869,0.000653349286186826,0.14716533000000043,,0.0007268610000004117,0.0037830190000001096,0.0007183550000000594,1.7834295210000002,0.1361645840000003,0.0007547660000004619,,,0.0001416012739269331,3.554893655471661e-08,6.995859848704322e-05,0,lidar_dropout,lidar_dropout_001
3.0,0.4892270565032959,1.3571511550133044,0.9027777777777778,0.20130410600000026,4.967608559360427,,,,-1.9989340759623802,-0.4999999551266338,0.0006573439937552582,1.498322922033954e-05,-8.02868288067117e-06,1.91853534386205e-05,5.306728099025908e-05,-0.05727313467669179,0.002060157765335491,0.0001319589557321275,0.00027656810102046287,-1.958907865027789,-0.460568154157168,-0.0006552871397743538,0.1784216413588533,0.21647017129775636,0.060129984511811486,,,0.04112320952380947,0.0376536535620825,-0.000889183791565588,0.0,0.0,-1.9989340759623802,-0.4999999551266338,0.0006573439937552582,0.1458612239999999,,0.03101489500000021,0.0033843839999998515,0.031006275999999833,1.983429521,0.13237288199999986,0.031030011999999996,,,0.00014460914528833537,3.649563779947782e-08,3.388192755163858e-05,0,lidar_dropout,lidar_dropout_001
